"branch","component","sex","weight_kg","waist_circum_m","stature_m"
"Combat Service Support","Army National Guard","Female",68,0.808,1.71
"Combat Service Support","Army National Guard","Female",77.9,0.961,1.73
"Combat Arms","Army National Guard","Female",69.5,0.772,1.725
"Combat Arms","Army National Guard","Female",75.5,0.928,1.68
"Combat Service Support","Army National Guard","Female",64.5,0.889,1.682
"Combat Support","Army National Guard","Female",84.3,1.05,1.68
"Combat Service Support","Army National Guard","Female",68.8,0.777,1.829
"Combat Service Support","Army National Guard","Female",64.3,0.866,1.675
"Combat Service Support","Army National Guard","Female",68.9,0.842,1.727
"Combat Service Support","Army National Guard","Female",65.1,0.842,1.615
"Combat Service Support","Army National Guard","Female",46,0.69,1.497
"Combat Service Support","Army National Guard","Female",61,0.75,1.613
"Combat Support","Army National Guard","Female",92.5,0.95,1.771
"Combat Support","Army National Guard","Female",66.6,0.829,1.588
"Combat Support","Army National Guard","Female",82.1,0.995,1.736
"Combat Support","Army National Guard","Female",59.1,0.767,1.664
"Combat Support","Army National Guard","Female",72.2,0.898,1.584
"Combat Support","Army National Guard","Female",77,0.94,1.712
"Combat Support","Army National Guard","Female",61.7,0.787,1.658
"Combat Support","Army National Guard","Female",68.5,0.812,1.646
"Combat Support","Army Reserve","Female",68.9,0.82,1.723
"Combat Support","Regular Army","Female",58.7,0.813,1.578
"Combat Support","Regular Army","Female",74.2,0.845,1.671
"Combat Support","Regular Army","Female",82,1.011,1.58
"Combat Support","Regular Army","Female",55.7,0.758,1.584
"Combat Support","Army National Guard","Female",64.8,0.814,1.67
"Combat Support","Army Reserve","Female",56.6,0.77,1.585
"Combat Service Support","Army Reserve","Female",58.4,0.809,1.638
"Combat Support","Army Reserve","Female",59.9,0.817,1.589
"Combat Support","Regular Army","Female",78.5,0.938,1.659
"Combat Service Support","Regular Army","Female",65.4,0.845,1.55
"Combat Support","Regular Army","Female",83.8,0.995,1.73
"Combat Service Support","Regular Army","Female",64.4,0.907,1.5
"Combat Support","Regular Army","Female",80.9,0.983,1.615
"Combat Service Support","Regular Army","Female",67.7,0.801,1.645
"Combat Service Support","Regular Army","Female",84.7,1.029,1.727
"Combat Support","Regular Army","Female",78.1,1.052,1.667
"Combat Service Support","Regular Army","Female",55.2,0.848,1.519
"Combat Service Support","Army National Guard","Female",83.2,0.955,1.7
"Combat Service Support","Regular Army","Female",69.4,0.807,1.628
"Combat Service Support","Regular Army","Female",78.6,0.855,1.6
"Combat Support","Regular Army","Female",85.1,0.969,1.747
"Combat Service Support","Regular Army","Female",67.8,0.9,1.583
"Combat Service Support","Regular Army","Female",64.5,0.8,1.662
"Combat Support","Regular Army","Female",61.8,0.72,1.697
"Combat Service Support","Regular Army","Female",84.3,0.942,1.732
"Combat Arms","Regular Army","Female",79.3,1.015,1.647
"Combat Service Support","Regular Army","Female",72.7,1.019,1.589
"Combat Service Support","Regular Army","Female",64.5,0.829,1.545
"Combat Support","Regular Army","Female",75.5,0.937,1.659
"Combat Support","Regular Army","Female",55.5,0.885,1.522
"Combat Support","Army National Guard","Female",77.9,0.816,1.651
"Combat Support","Regular Army","Female",76.3,0.922,1.767
"Combat Service Support","Regular Army","Female",78.5,0.965,1.608
"Combat Support","Regular Army","Female",71.7,0.931,1.605
"Combat Service Support","Regular Army","Female",67.4,0.895,1.734
"Combat Service Support","Army National Guard","Female",73,0.829,1.661
"Combat Service Support","Army National Guard","Female",75.4,0.98,1.589
"Combat Support","Regular Army","Female",77.6,0.8,1.741
"Combat Support","Regular Army","Female",81,1.012,1.67
"Combat Support","Regular Army","Female",66.7,0.801,1.68
"Combat Service Support","Regular Army","Female",79.1,0.915,1.736
"Combat Support","Regular Army","Female",76.3,0.937,1.682
"Combat Service Support","Regular Army","Female",65,0.811,1.714
"Combat Support","Regular Army","Female",51.3,0.691,1.546
"Combat Support","Regular Army","Female",59.1,0.813,1.634
"Combat Support","Regular Army","Female",65.8,0.89,1.568
"Combat Support","Regular Army","Female",50.4,0.782,1.536
"Combat Service Support","Regular Army","Female",68.5,0.927,1.584
"Combat Service Support","Army National Guard","Female",62.9,0.874,1.646
"Combat Support","Regular Army","Female",56.8,0.765,1.664
"Combat Service Support","Regular Army","Female",66.1,0.8,1.658
"Combat Support","Regular Army","Female",68.3,0.734,1.738
"Combat Service Support","Regular Army","Female",79.1,0.775,1.745
"Combat Service Support","Regular Army","Female",90.7,1.061,1.595
"Combat Support","Regular Army","Female",78.3,0.926,1.625
"Combat Service Support","Regular Army","Female",70.9,0.865,1.623
"Combat Support","Army National Guard","Female",50.9,0.752,1.518
"Combat Service Support","Regular Army","Female",62.3,0.877,1.525
"Combat Support","Regular Army","Female",66.4,0.9,1.557
"Combat Support","Regular Army","Female",92.1,1.054,1.73
"Combat Service Support","Regular Army","Female",67.1,0.903,1.601
"Combat Support","Regular Army","Female",54.7,0.728,1.597
"Combat Support","Regular Army","Female",78.4,0.947,1.743
"Combat Support","Regular Army","Female",59,0.754,1.683
"Combat Support","Regular Army","Female",76.3,0.921,1.752
"Combat Support","Army Reserve","Female",70.9,0.851,1.618
"Combat Support","Regular Army","Female",70.3,0.851,1.62
"Combat Support","Army National Guard","Female",58.1,0.79,1.649
"Combat Service Support","Regular Army","Female",59.3,0.764,1.709
"Combat Support","Regular Army","Female",75.3,0.992,1.587
"Combat Support","Regular Army","Female",66.2,0.816,1.632
"Combat Support","Army National Guard","Female",68.3,0.965,1.527
"Combat Service Support","Army National Guard","Female",75.8,0.975,1.66
"Combat Service Support","Army National Guard","Female",61.3,0.734,1.632
"Combat Service Support","Army National Guard","Female",73,0.82,1.742
"Combat Service Support","Army Reserve","Female",70,0.848,1.709
"Combat Service Support","Army National Guard","Female",75.1,0.925,1.619
"Combat Support","Army National Guard","Female",73.8,0.927,1.675
"Combat Support","Regular Army","Female",64.2,0.837,1.634
"Combat Service Support","Army National Guard","Female",59.5,0.802,1.679
"Combat Service Support","Regular Army","Female",56.9,0.846,1.614
"Combat Service Support","Army National Guard","Female",59.6,0.778,1.684
"Combat Service Support","Regular Army","Female",63.1,0.853,1.597
"Combat Service Support","Regular Army","Female",58.9,0.73,1.61
"Combat Support","Regular Army","Female",74.6,0.886,1.688
"Combat Support","Regular Army","Female",86.4,0.929,1.725
"Combat Support","Regular Army","Female",60.8,0.9,1.609
"Combat Support","Regular Army","Female",50.4,0.759,1.585
"Combat Support","Regular Army","Female",54.9,0.816,1.562
"Combat Support","Regular Army","Female",53,0.77,1.547
"Combat Support","Regular Army","Female",69.2,0.895,1.611
"Combat Support","Regular Army","Female",71.3,0.88,1.74
"Combat Support","Regular Army","Female",70.5,0.904,1.555
"Combat Support","Regular Army","Female",69.9,0.938,1.65
"Combat Support","Regular Army","Female",65.9,0.906,1.583
"Combat Support","Regular Army","Female",63.2,0.75,1.647
"Combat Support","Regular Army","Female",69.6,0.845,1.532
"Combat Service Support","Regular Army","Female",59.3,0.811,1.619
"Combat Service Support","Regular Army","Female",69.5,0.888,1.704
"Combat Service Support","Regular Army","Female",79.7,0.774,1.689
"Combat Service Support","Regular Army","Female",61.9,0.846,1.657
"Combat Support","Regular Army","Female",67.7,0.861,1.647
"Combat Support","Regular Army","Female",54.4,0.724,1.67
"Combat Support","Regular Army","Female",64.6,0.928,1.496
"Combat Service Support","Regular Army","Female",88.2,1.026,1.717
"Combat Support","Regular Army","Female",63.4,0.915,1.531
"Combat Support","Regular Army","Female",76.5,0.987,1.666
"Combat Service Support","Regular Army","Female",65.4,0.915,1.574
"Combat Support","Regular Army","Female",83.7,0.888,1.663
"Combat Service Support","Regular Army","Female",65.2,0.863,1.617
"Combat Service Support","Regular Army","Female",62.4,0.857,1.585
"Combat Support","Regular Army","Female",99.4,1.037,1.647
"Combat Support","Regular Army","Female",74.8,0.95,1.643
"Combat Support","Regular Army","Female",64.9,0.877,1.677
"Combat Service Support","Regular Army","Female",54.2,0.665,1.67
"Combat Service Support","Regular Army","Female",81.4,0.885,1.651
"Combat Service Support","Regular Army","Female",56.3,0.812,1.525
"Combat Service Support","Regular Army","Female",96.7,1.096,1.715
"Combat Service Support","Regular Army","Female",83.7,1.006,1.602
"Combat Service Support","Regular Army","Female",50.2,0.685,1.57
"Combat Service Support","Regular Army","Female",65.7,0.944,1.662
"Combat Support","Regular Army","Female",70.7,0.973,1.561
"Combat Support","Regular Army","Female",66.9,0.975,1.543
"Combat Service Support","Regular Army","Female",59.7,0.853,1.562
"Combat Service Support","Regular Army","Female",72,0.885,1.627
"Combat Support","Regular Army","Female",75,0.816,1.678
"Combat Support","Regular Army","Female",67.3,0.982,1.608
"Combat Support","Regular Army","Female",78.4,0.856,1.672
"Combat Service Support","Regular Army","Female",51.6,0.71,1.661
"Combat Service Support","Regular Army","Female",63,0.89,1.574
"Combat Support","Regular Army","Female",79.3,0.99,1.67
"Combat Support","Regular Army","Female",56.4,0.793,1.585
"Combat Support","Regular Army","Female",68.7,0.962,1.574
"Combat Support","Regular Army","Female",59,0.727,1.617
"Combat Support","Regular Army","Female",60.3,0.77,1.592
"Combat Service Support","Regular Army","Female",69.9,0.93,1.705
"Combat Service Support","Regular Army","Female",57.3,0.849,1.62
"Combat Support","Regular Army","Female",65.4,0.882,1.579
"Combat Support","Regular Army","Female",60.3,0.749,1.661
"Combat Support","Regular Army","Female",77.1,0.935,1.595
"Combat Service Support","Regular Army","Female",76.7,0.903,1.646
"Combat Service Support","Regular Army","Female",66.7,0.89,1.522
"Combat Support","Regular Army","Female",78.3,0.9,1.76
"Combat Support","Army National Guard","Female",51.8,0.752,1.505
"Combat Arms","Regular Army","Female",66.3,0.803,1.708
"Combat Service Support","Regular Army","Female",65.5,0.861,1.659
"Combat Support","Regular Army","Female",69,0.906,1.613
"Combat Support","Regular Army","Female",68,0.87,1.666
"Combat Arms","Regular Army","Female",60.9,0.86,1.565
"Combat Support","Regular Army","Female",64.6,0.785,1.578
"Combat Support","Regular Army","Female",54,0.77,1.48
"Combat Support","Regular Army","Female",53,0.756,1.636
"Combat Service Support","Regular Army","Female",78.9,0.901,1.608
"Combat Service Support","Regular Army","Female",43.1,0.658,1.552
"Combat Support","Regular Army","Female",74.6,0.873,1.559
"Combat Service Support","Regular Army","Female",71.2,1.033,1.595
"Combat Support","Regular Army","Female",72.7,0.863,1.674
"Combat Support","Regular Army","Female",61.3,0.761,1.661
"Combat Support","Army National Guard","Female",57.4,0.792,1.55
"Combat Support","Regular Army","Female",65.5,0.832,1.597
"Combat Support","Regular Army","Female",57.7,0.753,1.543
"Combat Support","Regular Army","Female",58.5,0.76,1.636
"Combat Support","Regular Army","Female",62.7,0.913,1.563
"Combat Support","Regular Army","Female",53.5,0.779,1.506
"Combat Support","Army National Guard","Female",65.2,0.803,1.689
"Combat Support","Regular Army","Female",70.2,0.878,1.6
"Combat Support","Regular Army","Female",93.1,1.08,1.827
"Combat Support","Regular Army","Female",53.2,0.742,1.594
"Combat Support","Army National Guard","Female",73.5,0.817,1.768
"Combat Support","Army National Guard","Female",55.7,0.759,1.658
"Combat Support","Army National Guard","Female",65.5,0.865,1.629
"Combat Support","Army National Guard","Female",69.1,0.855,1.672
"Combat Support","Regular Army","Female",96.5,0.967,1.783
"Combat Support","Army National Guard","Female",70.2,0.992,1.571
"Combat Service Support","Regular Army","Female",52.3,0.736,1.525
"Combat Support","Army National Guard","Female",66,0.876,1.595
"Combat Support","Regular Army","Female",81.4,0.947,1.708
"Combat Support","Army National Guard","Female",95.2,1,1.818
"Combat Support","Army National Guard","Female",65.8,0.802,1.688
"Combat Support","Army National Guard","Female",50.3,0.695,1.568
"Combat Service Support","Army National Guard","Female",54.7,0.807,1.555
"Combat Service Support","Regular Army","Female",68.8,0.918,1.645
"Combat Service Support","Regular Army","Female",60.4,0.75,1.631
"Combat Support","Regular Army","Female",66.9,0.881,1.563
"Combat Support","Regular Army","Female",59.9,0.806,1.566
"Combat Service Support","Army National Guard","Female",61.6,0.875,1.585
"Combat Support","Army National Guard","Female",54.8,0.798,1.518
"Combat Service Support","Army National Guard","Female",60.4,0.716,1.59
"Combat Service Support","Regular Army","Female",51.9,0.829,1.462
"Combat Service Support","Army National Guard","Female",64,0.943,1.599
"Combat Service Support","Regular Army","Female",66.9,0.834,1.665
"Combat Service Support","Regular Army","Female",79.1,0.958,1.712
"Combat Service Support","Army National Guard","Female",59.8,0.796,1.634
"Combat Service Support","Army National Guard","Female",73.6,0.865,1.628
"Combat Service Support","Regular Army","Female",82.5,1.052,1.625
"Combat Support","Regular Army","Female",75.6,0.881,1.718
"Combat Support","Regular Army","Female",59.5,0.767,1.604
"Combat Support","Army National Guard","Female",86.3,0.978,1.748
"Combat Service Support","Army National Guard","Female",68.6,0.936,1.65
"Combat Service Support","Regular Army","Female",76.3,0.97,1.679
"Combat Service Support","Regular Army","Female",72.5,0.904,1.635
"Combat Service Support","Regular Army","Female",63.9,0.783,1.673
"Combat Service Support","Regular Army","Female",55.9,0.772,1.643
"Combat Service Support","Regular Army","Female",76.4,0.96,1.691
"Combat Support","Regular Army","Female",69.9,0.871,1.672
"Combat Service Support","Regular Army","Female",63,0.825,1.638
"Combat Service Support","Regular Army","Female",60.6,0.734,1.676
"Combat Service Support","Army National Guard","Female",68,0.852,1.655
